day,hour_of_day,transaction_type,old_balance_orig,amount,new_balance_orig,balance_change_orig,old_balance_dest,new_balance_dest,balance_change_dest,dest_is_merchant,zero_orig_balance,is_fraud,fraud_label
2,19,PAYMENT,1514.36,1149.16,365.2,-1149.16,0.0,0.0,0.0,1,0,0,legitimate
2,11,PAYMENT,102221.0,6319.81,95901.19,-6319.81,0.0,0.0,0.0,1,0,0,legitimate
2,21,PAYMENT,0.0,2948.93,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,22,CASH_IN,2749926.35,19764.17,2769690.51,19764.16,65366.65,45602.49,-19764.16,0,0,0,legitimate
2,17,CASH_IN,6673836.6,9464.63,6683301.23,9464.63,442311.57,432846.95,-9464.62,0,0,0,legitimate
1,13,TRANSFER,4022667.54,4022667.54,0.0,-4022667.54,0.0,0.0,0.0,0,0,1,fraud
1,10,PAYMENT,51943.0,22093.81,29849.19,-22093.81,0.0,0.0,0.0,1,0,0,legitimate
2,22,PAYMENT,110546.59,426.32,110120.27,-426.32,0.0,0.0,0.0,1,0,0,legitimate
2,13,CASH_OUT,225775.69,411989.52,0.0,-225775.69,0.0,79589.69,79589.69,0,0,0,legitimate
1,14,CASH_OUT,6176.0,249515.37,0.0,-6176.0,1137778.33,1387293.7,249515.37,0,0,0,legitimate
2,15,CASH_OUT,10910.0,168281.78,0.0,-10910.0,12978860.59,13147142.37,168281.78,0,0,0,legitimate
2,20,CASH_OUT,0.0,62036.15,0.0,0.0,340978.69,403014.84,62036.15,0,1,0,legitimate
1,15,TRANSFER,0.0,396495.63,0.0,0.0,1618694.32,2015189.95,396495.63,0,1,0,legitimate
2,17,CASH_OUT,0.0,214484.01,0.0,0.0,255438.61,585618.69,330180.08,0,1,0,legitimate
2,10,CASH_OUT,0.0,11768.01,0.0,0.0,7187814.43,6565858.22,-621956.21,0,1,0,legitimate
2,23,CASH_IN,10108684.51,87457.78,10196142.28,87457.77,180265.93,92808.15,-87457.78,0,0,0,legitimate
2,2,TRANSFER,16763.0,148313.51,0.0,-16763.0,53972.02,202285.53,148313.51,0,0,0,legitimate
1,20,CASH_OUT,0.0,199436.81,0.0,0.0,1800798.73,2000235.54,199436.81,0,1,0,legitimate
2,1,TRANSFER,8383.17,8383.17,0.0,-8383.17,0.0,0.0,0.0,0,0,1,fraud
2,22,PAYMENT,0.0,23643.78,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,14,PAYMENT,0.0,6102.91,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,11,CASH_IN,59851.0,101880.22,161731.22,101880.22,3397097.21,3295216.99,-101880.22,0,0,0,legitimate
2,16,CASH_IN,21007.0,67066.89,88073.89,67066.89,0.0,0.0,0.0,0,0,0,legitimate
1,20,CASH_IN,35601.0,112642.71,148243.71,112642.71,92963.91,0.0,-92963.91,0,0,0,legitimate
2,16,CASH_OUT,0.0,410591.48,0.0,0.0,891102.3,1301693.78,410591.48,0,1,0,legitimate
2,12,PAYMENT,79292.65,6929.12,72363.53,-6929.12,0.0,0.0,0.0,1,0,0,legitimate
1,15,CASH_IN,4001767.1,4872.28,4006639.38,4872.28,1924109.35,1919237.08,-4872.27,0,0,0,legitimate
1,13,PAYMENT,0.0,16169.01,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,16,PAYMENT,211824.48,7945.01,203879.47,-7945.01,0.0,0.0,0.0,1,0,0,legitimate
1,17,CASH_IN,3817106.98,164711.99,3981818.98,164712.0,998632.33,833920.33,-164712.0,0,0,0,legitimate
1,8,PAYMENT,506.0,11033.0,0.0,-506.0,0.0,0.0,0.0,1,0,0,legitimate
2,22,TRANSFER,82971.91,82971.91,0.0,-82971.91,0.0,0.0,0.0,0,0,1,fraud
2,12,CASH_OUT,116.0,225387.82,0.0,-116.0,109936.04,335323.86,225387.82,0,0,0,legitimate
2,13,PAYMENT,39884.73,1731.19,38153.54,-1731.19,0.0,0.0,0.0,1,0,0,legitimate
1,23,TRANSFER,0.0,239190.54,0.0,0.0,610487.07,849677.62,239190.55,0,1,0,legitimate
2,19,CASH_OUT,14958.0,207826.27,0.0,-14958.0,152914.94,360741.21,207826.27,0,0,0,legitimate
2,19,CASH_IN,756964.82,309243.9,1066208.72,309243.9,2452535.54,2143291.64,-309243.9,0,0,0,legitimate
2,20,PAYMENT,35566.0,11656.44,23909.56,-11656.44,0.0,0.0,0.0,1,0,0,legitimate
4,21,CASH_IN,8765.0,8755.16,17520.16,8755.16,0.0,0.0,0.0,0,0,0,legitimate
2,18,CASH_IN,1693470.1,147294.22,1840764.33,147294.23,3420394.72,3273100.49,-147294.23,0,0,0,legitimate
2,20,CASH_IN,19322086.74,202648.55,19524735.28,202648.54,1266442.37,1063793.83,-202648.54,0,0,0,legitimate
1,9,PAYMENT,0.0,1769.41,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,14,PAYMENT,14671.0,7824.06,6846.94,-7824.06,0.0,0.0,0.0,1,0,0,legitimate
1,15,PAYMENT,17601.0,18902.65,0.0,-17601.0,0.0,0.0,0.0,1,0,0,legitimate
1,17,CASH_OUT,0.0,384542.59,0.0,0.0,526996.24,911538.83,384542.59,0,1,0,legitimate
1,19,CASH_OUT,0.0,430895.93,0.0,0.0,2276028.2,2706924.14,430895.94,0,1,0,legitimate
2,13,PAYMENT,0.0,4131.04,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,7,TRANSFER,79345.0,371492.92,0.0,-79345.0,8590840.56,12959765.0,4368924.44,0,0,0,legitimate
1,19,PAYMENT,238591.56,13107.84,225483.71,-13107.85,0.0,0.0,0.0,1,0,0,legitimate
1,13,TRANSFER,0.0,201798.54,0.0,0.0,313322.72,473970.01,160647.29,0,1,0,legitimate
3,5,TRANSFER,99139.27,99139.27,0.0,-99139.27,0.0,0.0,0.0,0,0,1,fraud
2,24,CASH_IN,6576505.56,28574.02,6605079.58,28574.02,594227.33,565653.31,-28574.02,0,0,0,legitimate
1,15,PAYMENT,131738.01,27201.68,104536.33,-27201.68,0.0,0.0,0.0,1,0,0,legitimate
1,18,TRANSFER,0.0,40808.48,0.0,0.0,251621.95,220147.67,-31474.28,0,1,0,legitimate
2,18,PAYMENT,728.0,19783.74,0.0,-728.0,0.0,0.0,0.0,1,0,0,legitimate
4,22,TRANSFER,255668.0,59036.74,196631.26,-59036.74,171191.14,230227.88,59036.74,0,0,0,legitimate
1,16,CASH_OUT,0.0,237307.86,0.0,0.0,3671929.27,3909237.13,237307.86,0,1,0,legitimate
2,21,DEBIT,4482.44,2580.21,1902.23,-2580.21,4672831.27,4675411.49,2580.22,0,0,0,legitimate
2,22,CASH_IN,1698401.45,45606.91,1744008.35,45606.9,788900.0,743293.1,-45606.9,0,0,0,legitimate
1,9,CASH_OUT,11644.0,115363.47,0.0,-11644.0,25955.21,0.0,-25955.21,0,0,0,legitimate
1,10,CASH_OUT,42957.0,62161.57,0.0,-42957.0,0.0,62161.57,62161.57,0,0,0,legitimate
1,14,CASH_OUT,0.0,55169.26,0.0,0.0,5798665.62,5998401.82,199736.2,0,1,0,legitimate
2,19,CASH_OUT,0.0,3584.67,0.0,0.0,825120.1,828704.77,3584.67,0,1,0,legitimate
1,20,CASH_IN,112545.0,1352.45,113897.45,1352.45,0.0,0.0,0.0,0,0,0,legitimate
1,10,CASH_OUT,159374.0,421158.39,0.0,-159374.0,0.0,494214.89,494214.89,0,0,0,legitimate
2,13,PAYMENT,0.0,4990.16,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,15,TRANSFER,0.0,315555.02,0.0,0.0,1421935.13,1737490.14,315555.01,0,1,0,legitimate
1,14,PAYMENT,11426.0,18818.11,0.0,-11426.0,0.0,0.0,0.0,1,0,0,legitimate
2,19,CASH_OUT,0.0,298844.68,0.0,0.0,1201413.5,1989623.45,788209.95,0,1,0,legitimate
1,18,CASH_IN,25921.0,215136.37,241057.37,215136.37,1962950.51,1747814.14,-215136.37,0,0,0,legitimate
2,14,CASH_OUT,61890.0,109413.01,0.0,-61890.0,55001.78,164414.78,109413.0,0,0,0,legitimate
1,19,CASH_OUT,29798.0,179477.75,0.0,-29798.0,439797.26,619275.01,179477.75,0,0,0,legitimate
1,17,PAYMENT,12415.0,4592.89,7822.11,-4592.89,0.0,0.0,0.0,1,0,0,legitimate
2,13,CASH_OUT,895362.33,656117.25,239245.08,-656117.25,2026951.91,2281905.95,254954.04,0,0,0,legitimate
1,11,CASH_OUT,0.0,18500.18,0.0,0.0,622462.75,640962.93,18500.18,0,1,0,legitimate
1,11,CASH_IN,54650.0,490670.68,545320.68,490670.68,2384615.19,0.0,-2384615.19,0,0,0,legitimate
1,16,TRANSFER,29947.0,120099.22,0.0,-29947.0,237709.26,357808.48,120099.22,0,0,0,legitimate
2,17,CASH_OUT,73806.0,122180.67,0.0,-73806.0,0.0,122180.67,122180.67,0,0,0,legitimate
1,19,CASH_OUT,0.0,150023.5,0.0,0.0,399220.76,549244.26,150023.5,0,1,0,legitimate
2,12,PAYMENT,7306.0,32983.57,0.0,-7306.0,0.0,0.0,0.0,1,0,0,legitimate
2,8,CASH_OUT,81867.07,81867.07,0.0,-81867.07,135117.98,216985.05,81867.07,0,0,1,fraud
2,16,PAYMENT,404372.84,34103.15,370269.69,-34103.15,0.0,0.0,0.0,1,0,0,legitimate
1,19,CASH_OUT,50537.0,75722.4,0.0,-50537.0,1908690.13,2027797.48,119107.35,0,0,0,legitimate
2,14,TRANSFER,0.0,238561.89,0.0,0.0,536623.27,775185.16,238561.89,0,1,0,legitimate
2,13,CASH_OUT,0.0,407896.11,0.0,0.0,722797.64,1130693.75,407896.11,0,1,0,legitimate
2,12,CASH_IN,10863739.84,174304.99,11038044.83,174304.99,2063990.62,1889685.63,-174304.99,0,0,0,legitimate
1,18,CASH_IN,2484884.71,131197.58,2616082.29,131197.58,453557.16,322359.58,-131197.58,0,0,0,legitimate
1,20,CASH_IN,9808540.83,142813.53,9951354.36,142813.53,972040.46,710068.74,-261971.72,0,0,0,legitimate
1,19,CASH_OUT,110328.0,186751.6,0.0,-110328.0,435182.33,621933.93,186751.6,0,0,0,legitimate
1,14,CASH_OUT,14823.0,118382.48,0.0,-14823.0,1372146.92,1968171.87,596024.95,0,0,0,legitimate
2,23,CASH_IN,20355047.22,72973.84,20428021.06,72973.84,987012.17,914038.32,-72973.85,0,0,0,legitimate
1,8,PAYMENT,187644.31,19407.22,168237.09,-19407.22,0.0,0.0,0.0,1,0,0,legitimate
1,15,CASH_OUT,320334.0,46297.55,274036.45,-46297.55,18393661.03,18686298.09,292637.06,0,0,0,legitimate
1,16,CASH_OUT,0.0,67141.23,0.0,0.0,1409851.29,1526575.85,116724.56,0,1,0,legitimate
1,13,TRANSFER,0.0,169525.03,0.0,0.0,1998294.65,2167819.68,169525.03,0,1,0,legitimate
2,14,CASH_IN,718.0,325929.56,326647.56,325929.56,0.0,0.0,0.0,0,0,0,legitimate
2,18,CASH_OUT,0.0,274084.25,0.0,0.0,564144.15,1165863.58,601719.43,0,1,0,legitimate
2,20,CASH_OUT,0.0,204935.9,0.0,0.0,2183243.42,2388179.32,204935.9,0,1,0,legitimate
1,6,TRANSFER,10224.0,10224.0,0.0,-10224.0,0.0,0.0,0.0,0,0,1,fraud
2,11,CASH_OUT,898.0,724896.67,0.0,-898.0,18048.68,742945.35,724896.67,0,0,0,legitimate
4,21,CASH_IN,41239.0,25439.68,66678.68,25439.68,0.0,0.0,0.0,0,0,0,legitimate
1,20,TRANSFER,222982.0,91381.52,131600.48,-91381.52,0.0,91381.52,91381.52,0,0,0,legitimate
2,23,CASH_IN,62111.0,124956.75,187067.75,124956.75,1407941.72,1282984.97,-124956.75,0,0,0,legitimate
1,8,PAYMENT,0.0,4126.39,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,12,PAYMENT,0.0,6480.55,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,9,PAYMENT,20988.0,12120.45,8867.55,-12120.45,0.0,0.0,0.0,1,0,0,legitimate
1,13,CASH_OUT,6188514.81,6188514.81,0.0,-6188514.81,381607.21,6424681.56,6043074.35,0,0,1,fraud
4,23,PAYMENT,25364.0,4238.49,21125.51,-4238.49,0.0,0.0,0.0,1,0,0,legitimate
2,17,CASH_OUT,1270564.34,1270564.34,0.0,-1270564.34,0.0,1270564.34,1270564.34,0,0,1,fraud
1,12,PAYMENT,318241.0,6629.47,311611.53,-6629.47,0.0,0.0,0.0,1,0,0,legitimate
2,18,TRANSFER,11369.0,72201.21,0.0,-11369.0,903489.02,975690.23,72201.21,0,0,0,legitimate
1,10,CASH_IN,1303698.51,404219.1,1707917.6,404219.09,1176197.17,130480.17,-1045717.0,0,0,0,legitimate
2,18,PAYMENT,0.0,5211.63,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,11,PAYMENT,0.0,45092.98,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,10,PAYMENT,0.0,17218.6,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,12,PAYMENT,49524.0,21110.73,28413.27,-21110.73,0.0,0.0,0.0,1,0,0,legitimate
2,24,PAYMENT,101485.0,12204.08,89280.92,-12204.08,0.0,0.0,0.0,1,0,0,legitimate
2,19,TRANSFER,30564.0,1514949.1,0.0,-30564.0,91634.11,1743462.1,1651827.99,0,0,0,legitimate
2,16,PAYMENT,0.0,3367.35,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,11,PAYMENT,28562.0,2110.6,26451.4,-2110.6,0.0,0.0,0.0,1,0,0,legitimate
1,12,PAYMENT,179098.58,13823.26,165275.32,-13823.26,0.0,0.0,0.0,1,0,0,legitimate
2,9,CASH_OUT,0.0,229619.21,0.0,0.0,567203.05,796822.25,229619.2,0,1,0,legitimate
1,13,CASH_IN,4621815.0,303500.89,4925315.9,303500.9,375526.0,9216144.35,8840618.35,0,0,0,legitimate
1,10,PAYMENT,561893.23,14241.22,547652.02,-14241.21,0.0,0.0,0.0,1,0,0,legitimate
4,21,PAYMENT,12144.69,2876.81,9267.88,-2876.81,0.0,0.0,0.0,1,0,0,legitimate
1,17,CASH_IN,27983164.42,81858.97,28065023.39,81858.97,240718.88,158859.91,-81858.97,0,0,0,legitimate
2,12,CASH_OUT,0.0,460020.51,0.0,0.0,1276723.25,1516571.1,239847.85,0,1,0,legitimate
2,11,PAYMENT,213636.0,313.96,213322.04,-313.96,0.0,0.0,0.0,1,0,0,legitimate
1,14,CASH_OUT,91.0,200281.02,0.0,-91.0,825044.17,1746814.19,921770.02,0,0,0,legitimate
1,11,PAYMENT,42380.0,14935.69,27444.31,-14935.69,0.0,0.0,0.0,1,0,0,legitimate
1,12,PAYMENT,1330.0,32727.19,0.0,-1330.0,0.0,0.0,0.0,1,0,0,legitimate
2,13,CASH_OUT,12992.46,467867.79,0.0,-12992.46,669001.1,1136868.89,467867.79,0,0,0,legitimate
1,19,CASH_OUT,0.0,161768.77,0.0,0.0,392112.33,553881.11,161768.78,0,1,0,legitimate
1,17,PAYMENT,52126.0,8605.04,43520.96,-8605.04,0.0,0.0,0.0,1,0,0,legitimate
1,20,CASH_OUT,0.0,193805.96,0.0,0.0,1581131.4,1774937.36,193805.96,0,1,0,legitimate
1,19,CASH_IN,25273199.62,15687.85,25288887.48,15687.86,841143.38,825455.53,-15687.85,0,0,0,legitimate
1,13,CASH_OUT,34672.0,331018.24,0.0,-34672.0,89586.37,420604.6,331018.23,0,0,0,legitimate
1,20,CASH_OUT,0.0,243801.26,0.0,0.0,858837.6,629495.64,-229341.96,0,1,0,legitimate
1,9,CASH_IN,4829866.64,216481.94,5046348.59,216481.95,802888.15,280381.07,-522507.08,0,0,0,legitimate
2,16,CASH_OUT,0.0,50410.95,0.0,0.0,1144854.48,1195265.44,50410.96,0,1,0,legitimate
2,11,TRANSFER,1530.0,486264.18,0.0,-1530.0,11660.0,497924.18,486264.18,0,0,0,legitimate
1,13,CASH_OUT,281204.0,588088.2,0.0,-281204.0,889133.22,1477221.42,588088.2,0,0,0,legitimate
2,20,TRANSFER,0.0,499035.87,0.0,0.0,2629141.18,3128177.05,499035.87,0,1,0,legitimate
2,20,DEBIT,550696.98,3942.78,546754.2,-3942.78,3099237.96,3103180.75,3942.79,0,0,0,legitimate
1,17,PAYMENT,218.0,7956.62,0.0,-218.0,0.0,0.0,0.0,1,0,0,legitimate
2,19,CASH_IN,1032317.19,184029.06,1216346.25,184029.06,3576105.2,3392076.14,-184029.06,0,0,0,legitimate
1,11,CASH_OUT,0.0,297437.36,0.0,0.0,3733838.74,4031276.1,297437.36,0,1,0,legitimate
2,19,CASH_OUT,746.0,79580.36,0.0,-746.0,75946.68,155527.04,79580.36,0,0,0,legitimate
2,20,PAYMENT,0.0,10200.86,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,12,TRANSFER,305642.0,389585.12,0.0,-305642.0,0.0,389585.12,389585.12,0,0,0,legitimate
2,15,TRANSFER,0.0,715127.7,0.0,0.0,1803720.94,2388638.59,584917.65,0,1,0,legitimate
1,8,CASH_OUT,0.0,3582.34,0.0,0.0,165640.55,36144.4,-129496.15,0,1,0,legitimate
2,11,CASH_OUT,32758.64,88517.0,0.0,-32758.64,276887.03,365404.03,88517.0,0,0,0,legitimate
1,16,CASH_OUT,0.0,26360.15,0.0,0.0,869999.24,896359.39,26360.15,0,1,0,legitimate
1,11,CASH_IN,12684409.64,201750.82,12886160.47,201750.83,1816751.51,1615000.68,-201750.83,0,0,0,legitimate
1,16,CASH_OUT,0.0,4435.21,0.0,0.0,21056.0,8390.78,-12665.22,0,1,0,legitimate
2,17,CASH_OUT,33602.0,182539.04,0.0,-33602.0,519955.22,702494.25,182539.03,0,0,0,legitimate
1,10,CASH_IN,195.0,86862.79,87057.79,86862.79,0.0,0.0,0.0,0,0,0,legitimate
2,19,CASH_OUT,0.0,94163.07,0.0,0.0,153571.69,247734.76,94163.07,0,1,0,legitimate
4,22,PAYMENT,0.0,5329.43,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,9,CASH_IN,6177053.14,102665.48,6279718.62,102665.48,634917.93,532252.45,-102665.48,0,0,0,legitimate
2,18,PAYMENT,224638.0,5326.2,219311.8,-5326.2,0.0,0.0,0.0,1,0,0,legitimate
2,17,CASH_OUT,101372.0,425407.83,0.0,-101372.0,225998.97,825120.1,599121.13,0,0,0,legitimate
1,14,CASH_OUT,0.0,143651.48,0.0,0.0,4495285.68,3849358.13,-645927.55,0,1,0,legitimate
2,12,CASH_IN,9590551.97,156527.25,9747079.22,156527.25,2865526.93,2708999.69,-156527.24,0,0,0,legitimate
4,23,PAYMENT,8222.54,10144.2,0.0,-8222.54,0.0,0.0,0.0,1,0,0,legitimate
1,10,TRANSFER,0.0,1215226.13,0.0,0.0,4488176.35,5460292.25,972115.9,0,1,0,legitimate
2,19,CASH_OUT,0.0,159555.92,0.0,0.0,239629.55,764322.51,524692.96,0,1,0,legitimate
1,18,CASH_OUT,108505.0,298658.13,0.0,-108505.0,0.0,298658.13,298658.13,0,0,0,legitimate
1,14,PAYMENT,0.0,6792.0,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,15,CASH_OUT,11545.0,356116.41,0.0,-11545.0,396203.59,1334899.81,938696.22,0,0,0,legitimate
3,18,TRANSFER,79441.66,79441.66,0.0,-79441.66,0.0,0.0,0.0,0,0,1,fraud
1,12,CASH_OUT,20822.0,267791.55,0.0,-20822.0,226838.05,494629.59,267791.54,0,0,0,legitimate
1,19,PAYMENT,1290.0,3495.32,0.0,-1290.0,0.0,0.0,0.0,1,0,0,legitimate
2,11,CASH_IN,3430190.47,82400.21,3512590.68,82400.21,2566468.71,2484068.5,-82400.21,0,0,0,legitimate
2,14,PAYMENT,20930.0,28073.89,0.0,-20930.0,0.0,0.0,0.0,1,0,0,legitimate
2,17,CASH_IN,14640.0,141608.81,156248.81,141608.81,0.0,0.0,0.0,0,0,0,legitimate
1,13,CASH_OUT,158416.0,90432.88,67983.12,-90432.88,0.0,90432.88,90432.88,0,0,0,legitimate
2,12,PAYMENT,34525.0,11232.06,23292.94,-11232.06,0.0,0.0,0.0,1,0,0,legitimate
1,23,CASH_IN,74645.69,315208.34,389854.03,315208.34,1486515.74,1171307.4,-315208.34,0,0,0,legitimate
2,12,CASH_OUT,0.0,483347.2,0.0,0.0,3166676.71,4381560.25,1214883.54,0,1,0,legitimate
1,14,CASH_OUT,0.0,196494.47,0.0,0.0,1036730.98,1233225.44,196494.46,0,1,0,legitimate
1,19,CASH_OUT,0.0,19549.05,0.0,0.0,227498.82,247047.87,19549.05,0,1,0,legitimate
2,19,PAYMENT,52730.0,13.56,52716.44,-13.56,0.0,0.0,0.0,1,0,0,legitimate
2,16,PAYMENT,0.0,17077.37,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,15,CASH_IN,5038026.78,62858.06,5100884.85,62858.07,506783.81,443925.74,-62858.07,0,0,0,legitimate
1,15,CASH_IN,585939.21,101334.29,687273.49,101334.28,2834912.32,3109326.39,274414.07,0,0,0,legitimate
2,15,CASH_IN,3015589.07,560663.52,3576252.58,560663.51,1186813.56,626150.04,-560663.52,0,0,0,legitimate
1,15,CASH_IN,15905738.82,214088.39,16119827.21,214088.39,622885.05,156478.91,-466406.14,0,0,0,legitimate
2,20,CASH_IN,21015581.39,2396.13,21017977.51,2396.12,523035.24,520639.12,-2396.12,0,0,0,legitimate
2,18,CASH_OUT,0.0,275179.77,0.0,0.0,2635330.11,2910509.88,275179.77,0,1,0,legitimate
3,20,TRANSFER,2026529.56,2026529.56,0.0,-2026529.56,0.0,0.0,0.0,0,0,1,fraud
2,11,CASH_IN,149381.9,251316.88,400698.78,251316.88,2702609.19,2451292.31,-251316.88,0,0,0,legitimate
1,18,CASH_IN,28162.63,41130.9,69293.53,41130.9,95806.2,54675.3,-41130.9,0,0,0,legitimate
2,13,CASH_OUT,19152.0,276882.85,0.0,-19152.0,0.0,276882.85,276882.85,0,0,0,legitimate
2,12,TRANSFER,31037.0,306436.06,0.0,-31037.0,0.0,306436.06,306436.06,0,0,0,legitimate
2,13,TRANSFER,26171.0,637355.91,0.0,-26171.0,2854255.63,3491611.54,637355.91,0,0,0,legitimate
1,14,PAYMENT,284124.0,7254.94,276869.06,-7254.94,0.0,0.0,0.0,1,0,0,legitimate
2,10,CASH_OUT,136817.0,34988.73,101828.27,-34988.73,0.0,34988.73,34988.73,0,0,0,legitimate
2,9,CASH_IN,5009.0,142766.23,147775.23,142766.23,2702933.14,2560166.91,-142766.23,0,0,0,legitimate
1,17,CASH_OUT,0.0,104274.15,0.0,0.0,2353434.62,2457708.76,104274.14,0,1,0,legitimate
1,20,CASH_IN,18533984.4,135207.6,18669191.99,135207.59,2939776.51,3802349.18,862572.67,0,0,0,legitimate
2,19,PAYMENT,0.0,478.26,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,11,CASH_OUT,267681.77,227559.78,40121.99,-227559.78,1057551.06,1285110.85,227559.79,0,0,0,legitimate
1,14,PAYMENT,0.0,1709.46,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,13,PAYMENT,0.0,5962.91,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,23,PAYMENT,49821.0,31346.85,18474.15,-31346.85,0.0,0.0,0.0,1,0,0,legitimate
1,18,PAYMENT,75510.23,7077.4,68432.83,-7077.4,0.0,0.0,0.0,1,0,0,legitimate
1,18,CASH_OUT,0.0,228022.4,0.0,0.0,5185651.41,5413673.81,228022.4,0,1,0,legitimate
1,14,CASH_IN,4498698.77,99219.62,4597918.39,99219.62,281967.02,182747.4,-99219.62,0,0,0,legitimate
1,13,CASH_OUT,179790.75,362774.94,0.0,-179790.75,2178942.52,2541717.47,362774.95,0,0,0,legitimate
1,12,PAYMENT,0.0,38386.54,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,11,TRANSFER,0.0,2903.33,0.0,0.0,45050.0,47953.33,2903.33,0,1,0,legitimate
2,15,CASH_OUT,682144.21,292092.18,390052.03,-292092.18,3550123.76,3842215.94,292092.18,0,0,0,legitimate
1,21,CASH_OUT,0.0,367087.51,0.0,0.0,769917.15,1137004.66,367087.51,0,1,0,legitimate
1,8,PAYMENT,1544303.58,2062.91,1542240.66,-2062.92,0.0,0.0,0.0,1,0,0,legitimate
1,12,CASH_IN,50754.0,68089.43,118843.43,68089.43,465.0,0.0,-465.0,0,0,0,legitimate
1,13,CASH_OUT,49620.0,69157.69,0.0,-49620.0,189197.48,258355.17,69157.69,0,0,0,legitimate
2,11,CASH_OUT,478789.9,297021.64,181768.26,-297021.64,746715.57,1858564.47,1111848.9,0,0,0,legitimate
1,21,PAYMENT,0.0,98.08,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,19,CASH_OUT,0.0,398208.97,0.0,0.0,1247339.12,1645548.08,398208.96,0,1,0,legitimate
1,9,CASH_OUT,0.0,100123.28,0.0,0.0,874541.91,974665.18,100123.27,0,1,0,legitimate
1,19,CASH_IN,3571950.76,201006.55,3772957.31,201006.55,7007325.54,6741373.41,-265952.13,0,0,0,legitimate
1,19,PAYMENT,649647.38,9534.11,640113.27,-9534.11,0.0,0.0,0.0,1,0,0,legitimate
1,14,CASH_OUT,49749.0,69320.53,0.0,-49749.0,100259.0,169579.53,69320.53,0,0,0,legitimate
1,9,TRANSFER,29542.0,1159973.02,0.0,-29542.0,0.0,2134215.07,2134215.07,0,0,0,legitimate
4,22,PAYMENT,12324.0,3441.8,8882.2,-3441.8,0.0,0.0,0.0,1,0,0,legitimate
1,10,CASH_OUT,0.0,69759.35,0.0,0.0,1668880.39,1767674.77,98794.38,0,1,0,legitimate
1,15,CASH_OUT,0.0,92561.51,0.0,0.0,6564084.19,6656645.7,92561.51,0,1,0,legitimate
1,19,CASH_OUT,1.0,107222.36,0.0,-1.0,19934.0,40614.58,20680.58,0,0,0,legitimate
3,17,TRANSFER,3760068.04,3760068.04,0.0,-3760068.04,0.0,0.0,0.0,0,0,1,fraud
1,19,CASH_OUT,0.0,194636.17,0.0,0.0,1799138.1,2098302.61,299164.51,0,1,0,legitimate
1,14,CASH_OUT,0.0,126674.46,0.0,0.0,343033.49,1119590.19,776556.7,0,1,0,legitimate
2,11,CASH_IN,4741056.81,59011.35,4800068.16,59011.35,685233.88,626222.53,-59011.35,0,0,0,legitimate
2,11,TRANSFER,12346.0,964940.61,0.0,-12346.0,343250.88,1308191.49,964940.61,0,0,0,legitimate
2,11,CASH_OUT,159941.0,81616.64,78324.36,-81616.64,512.0,82128.64,81616.64,0,0,0,legitimate
4,6,CASH_OUT,2254934.36,2254934.36,0.0,-2254934.36,364128.61,2619062.97,2254934.36,0,0,1,fraud
1,16,TRANSFER,0.0,158589.26,0.0,0.0,494552.52,653141.78,158589.26,0,1,0,legitimate
2,16,CASH_OUT,0.0,564614.91,0.0,0.0,1177868.7,1742483.61,564614.91,0,1,0,legitimate
2,14,CASH_OUT,0.0,9083.51,0.0,0.0,20209.0,7941.56,-12267.44,0,1,0,legitimate
2,23,CASH_OUT,0.0,7848.6,0.0,0.0,744264.62,752113.22,7848.6,0,1,0,legitimate
1,16,PAYMENT,3154.0,14405.51,0.0,-3154.0,0.0,0.0,0.0,1,0,0,legitimate
2,16,CASH_OUT,6504.0,271950.96,0.0,-6504.0,232586.0,504536.96,271950.96,0,0,0,legitimate
1,8,PAYMENT,0.0,1661.01,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,19,PAYMENT,91485.0,804.16,90680.84,-804.16,0.0,0.0,0.0,1,0,0,legitimate
1,7,TRANSFER,20132.0,417121.35,0.0,-20132.0,1198.0,0.0,-1198.0,0,0,0,legitimate
